date,open,high,low,close,volume
36,2010-02-25,116.4921875,116.8984375,116.4609375,116.8203125,717831
37,2010-02-26,116.828125,117.0703125,116.75,117.046875,162782
38,2010-03-01,116.8515625,117.09375,116.8203125,117.03125,66564
39,2010-03-02,116.984375,117.140625,116.8671875,117.09375,39987
40,2010-03-03,117.109375,117.171875,116.9453125,117.109375,27178
41,2010-03-04,117.0859375,117.265625,116.8515625,117.03125,38143
42,2010-03-05,117.03125,117.09375,116.6015625,116.734375,27250
43,2010-03-08,116.7578125,116.7578125,116.578125,116.703125,5963
44,2010-03-09,116.6796875,116.8515625,116.671875,116.78125,9988
45,2010-03-10,116.796875,116.796875,116.5,116.5703125,7329
46,2010-03-11,116.5,116.5,116.3515625,116.4140625,8415
47,2010-03-12,116.3515625,116.515625,116.0546875,116.3828125,10763
48,2010-03-15,116.4453125,116.53125,116.359375,116.4609375,2797
49,2010-03-16,116.4140625,116.75,116.3828125,116.71875,8085
50,2010-03-17,116.6484375,116.6875,116.59375,116.609375,1391
51,2010-03-18,116.6796875,116.6796875,116.375,116.390625,1919
52,2010-03-19,116.234375,116.4140625,116.21875,116.21875,3094
53,2010-03-22,116.34375,116.46875,116.34375,116.421875,1541
54,2010-03-23,116.515625,116.5703125,116.3984375,116.3984375,3321
55,2010-03-24,116.2578125,116.2578125,115.65625,115.6875,1761
56,2010-03-25,115.6875,115.7265625,115.4375,115.515625,3128
57,2010-03-26,115.703125,115.7109375,115.703125,115.796875,538
58,2010-03-29,115.71875,115.7265625,115.71875,115.8046875,261
59,2010-03-30,115.71875,115.796875,115.671875,115.765625,1048
60,2010-03-31,115.7265625,116.015625,115.7265625,115.984375,496586
61,2010-04-01,114.8203125,114.8828125,114.640625,114.7265625,351924
62,2010-04-05,114.2421875,114.3203125,113.875,113.9453125,374183
63,2010-04-06,113.96875,114.234375,113.96875,114.109375,476331
64,2010-04-07,114.1796875,114.6484375,114.15625,114.6015625,509786
65,2010-04-08,114.625,114.78125,114.46875,114.515625,453480
66,2010-04-09,114.5078125,114.5859375,114.3125,114.5,331319
67,2010-04-12,114.453125,114.828125,114.3125,114.7421875,396741
68,2010-04-13,114.7578125,114.9921875,114.6796875,114.8671875,495610
69,2010-04-14,114.796875,114.9140625,114.6796875,114.734375,404410
70,2010-04-15,114.7109375,114.9921875,114.65625,114.9140625,404974
71,2010-04-16,114.9765625,115.4921875,114.9765625,115.390625,595232
72,2010-04-19,115.4609375,115.625,115.140625,115.1484375,377490
73,2010-04-20,115.15625,115.2265625,114.9375,115.0703125,394077
74,2010-04-21,115.078125,115.2890625,114.953125,115.2734375,393483
75,2010-04-22,115.28125,115.5,115.0234375,115.0703125,510951
76,2010-04-23,115.09375,115.1796875,114.7421875,114.8359375,457496
77,2010-04-26,114.8671875,115.0625,114.734375,114.9375,335938
78,2010-04-27,114.9765625,115.71875,114.953125,115.5859375,678453
79,2010-04-28,115.6328125,115.84375,115.15625,115.2109375,616336
80,2010-04-29,115.28125,115.5390625,115.1484375,115.53125,407525
81,2010-04-30,115.53125,115.9140625,115.4296875,115.859375,484992
82,2010-05-03,115.828125,115.828125,115.5546875,115.5703125,327107
83,2010-05-04,115.6484375,116.09375,115.6015625,115.953125,648735
84,2010-05-05,115.984375,116.6796875,115.9375,116.34375,729078
85,2010-05-06,116.375,117.5234375,116.1953125,116.8984375,946817
86,2010-05-07,116.9453125,117.4296875,116.2578125,116.8984375,857385
87,2010-05-10,116.5234375,116.703125,116.0,116.59375,597634
88,2010-05-11,116.53125,116.96875,116.4375,116.625,486012
89,2010-05-12,116.6875,116.8828125,116.484375,116.5390625,471428
90,2010-05-13,116.5234375,116.7109375,116.3671875,116.5703125,457128
91,2010-05-14,116.6953125,117.3671875,116.6484375,117.203125,718864
92,2010-05-17,117.1484375,117.4921875,116.953125,117.0625,488948
93,2010-05-18,116.96875,117.5859375,116.8828125,117.4609375,595591
94,2010-05-19,117.5703125,117.7578125,117.265625,117.3359375,741155
95,2010-05-20,117.25,118.0390625,117.2421875,117.734375,852078
96,2010-05-21,117.9140625,118.34375,117.6953125,117.84375,788294
97,2010-05-24,117.703125,118.0078125,117.6640625,117.71875,684524
98,2010-05-25,117.875,118.484375,117.796875,117.8671875,1008580
99,2010-05-26,117.8125,117.8984375,117.2578125,117.4921875,1330361
100,2010-05-27,117.65625,117.6953125,116.9453125,117.0546875,844097
101,2010-05-28,116.9765625,117.5,116.9765625,117.4375,219449
102,2010-06-01,117.421875,117.828125,117.2890625,117.4453125,83630
103,2010-06-02,117.578125,117.6484375,117.1953125,117.2421875,74764
104,2010-06-03,117.1953125,117.3203125,116.8671875,117.140625,43447
105,2010-06-04,117.1875,118.0,117.15625,117.9765625,29723
106,2010-06-07,118.1328125,118.1796875,117.8046875,118.015625,19620
107,2010-06-08,118.015625,118.1875,117.921875,118.0703125,13348
108,2010-06-09,117.9921875,118.0703125,117.78125,118.015625,8213
109,2010-06-10,117.8828125,117.8828125,117.4453125,117.4609375,5620
110,2010-06-11,117.484375,117.875,117.484375,117.9296875,11858
111,2010-06-14,117.6484375,117.796875,117.4765625,117.765625,12077
112,2010-06-15,117.796875,117.90625,117.578125,117.6484375,8125
113,2010-06-16,117.75,117.8671875,117.6953125,117.75,5600
114,2010-06-17,117.90625,118.1484375,117.765625,118.0859375,4685
115,2010-06-18,118.046875,118.0703125,117.9140625,117.9296875,7485
116,2010-06-21,117.6796875,117.9296875,117.578125,117.890625,4758
117,2010-06-22,118.03125,118.0390625,118.03125,118.2109375,1734
118,2010-06-23,118.2734375,118.40625,118.1640625,118.4453125,2390
119,2010-06-24,118.6328125,118.6328125,118.4609375,118.4921875,777
120,2010-06-25,118.5546875,118.75,118.421875,118.6015625,2875
121,2010-06-28,118.671875,118.9609375,118.6640625,118.953125,1809
122,2010-06-29,119.203125,119.203125,119.0078125,119.1484375,2560
123,2010-06-30,119.234375,119.234375,118.921875,118.9765625,592089
124,2010-07-01,118.4375,118.5859375,118.25,118.34375,554819
125,2010-07-02,118.2890625,118.4921875,118.09375,118.3359375,472591
126,2010-07-06,118.359375,118.6484375,118.28125,118.6015625,396494
127,2010-07-07,118.625,118.734375,118.484375,118.5546875,422473
128,2010-07-08,118.5,118.5703125,118.2265625,118.453125,418851
129,2010-07-09,118.3828125,118.4453125,118.234375,118.3046875,295159
130,2010-07-12,118.3125,118.5,118.2734375,118.359375,316207
131,2010-07-13,118.2890625,118.4765625,117.9296875,118.0546875,507956
132,2010-07-14,118.0078125,118.53125,117.9296875,118.4609375,624430
133,2010-07-15,118.484375,118.90625,118.3203125,118.8359375,651255
134,2010-07-16,118.7265625,119.1953125,118.703125,119.078125,556799
135,2010-07-19,119.2265625,119.2265625,118.9453125,119.015625,318134
136,2010-07-20,119.046875,119.359375,118.953125,119.1875,466394
137,2010-07-21,119.1328125,119.4375,119.0625,119.3359375,391324
138,2010-07-22,119.34375,119.4375,119.03125,119.234375,375146
139,2010-07-23,119.2109375,119.3203125,118.9375,118.9765625,368818
140,2010-07-26,118.96875,119.0390625,118.7578125,119.0,313071
141,2010-07-27,118.9921875,119.0546875,118.6640625,118.7109375,376514
142,2010-07-28,118.6875,119.1875,118.6640625,119.1328125,503149
143,2010-07-29,119.1640625,119.578125,119.078125,119.375,653846
144,2010-07-30,119.5078125,119.859375,119.5,119.828125,671974
145,2010-08-02,119.8125,119.8359375,119.6015625,119.6171875,346665
146,2010-08-03,119.640625,120.171875,119.625,120.0703125,447852
147,2010-08-04,120.078125,120.2109375,119.671875,119.7890625,490616
148,2010-08-05,119.8046875,120.0546875,119.6640625,119.9921875,409804
149,2010-08-06,120.015625,120.4140625,119.8984375,120.3046875,529964
150,2010-08-09,120.296875,120.40625,120.140625,120.171875,283872
151,2010-08-10,120.171875,120.5234375,119.9140625,120.328125,663751
152,2010-08-11,120.46875,120.7265625,120.4375,120.5625,609657
153,2010-08-12,120.5625,120.6015625,120.2578125,120.359375,468781
154,2010-08-13,120.28125,120.5,120.234375,120.421875,350859
155,2010-08-16,120.4296875,120.828125,120.390625,120.8046875,444341
156,2010-08-17,120.8046875,120.8046875,120.4296875,120.5546875,423458
157,2010-08-18,120.5390625,120.703125,120.4453125,120.5,366597
158,2010-08-19,120.5234375,120.84375,120.2890625,120.734375,447352
159,2010-08-20,120.7109375,120.9375,120.3828125,120.4296875,509086
160,2010-08-23,120.4375,120.65625,120.375,120.578125,307540
161,2010-08-24,120.6328125,121.15625,120.6171875,120.9921875,546067
162,2010-08-25,121.0390625,121.21875,120.640625,120.7109375,725563
163,2010-08-26,120.71875,121.0,120.703125,120.84375,783641
164,2010-08-27,120.8828125,120.953125,120.1875,120.2890625,813892
165,2010-08-30,120.2890625,120.875,120.0625,120.796875,479986
166,2010-08-31,120.8359375,121.1171875,120.7890625,121.0703125,235371
167,2010-09-01,121.0859375,121.0859375,120.46875,120.7265625,116172
168,2010-09-02,120.734375,120.8125,120.5625,120.6953125,69507
169,2010-09-03,120.734375,120.765625,120.171875,120.4375,44983
170,2010-09-07,120.3203125,120.875,120.3203125,120.8359375,40166
171,2010-09-08,120.90625,120.9921875,120.5078125,120.5703125,25831
172,2010-09-09,120.65625,120.6953125,120.03125,120.046875,29050
173,2010-09-10,120.15625,120.171875,119.90625,120.0078125,19854
174,2010-09-13,119.859375,120.4140625,119.8359375,120.390625,5206
175,2010-09-14,120.328125,120.796875,120.3203125,120.7578125,4136
176,2010-09-15,120.6875,120.90625,120.6796875,120.703125,3013
177,2010-09-16,120.7265625,120.8125,120.484375,120.59375,4581
178,2010-09-17,120.421875,120.8359375,120.421875,120.734375,4885
179,2010-09-20,120.734375,120.890625,120.65625,120.8359375,6489
180,2010-09-21,120.90625,121.40625,120.90625,121.390625,4167
181,2010-09-22,121.5625,121.5625,121.3125,121.3515625,291
182,2010-09-23,121.375,121.3984375,121.3125,121.328125,667
183,2010-09-24,121.3203125,121.3359375,121.1796875,121.21875,410
184,2010-09-27,121.421875,121.578125,121.421875,121.546875,558
185,2010-09-28,121.5,121.8203125,121.4375,121.8203125,2675
186,2010-09-29,121.7421875,121.7890625,121.65625,121.65625,3097
187,2010-09-30,121.828125,121.828125,121.4609375,121.5,584491
188,2010-10-01,120.90625,120.9765625,120.6328125,120.90625,519699
189,2010-10-04,120.96875,121.203125,120.953125,121.09375,301654
190,2010-10-05,121.09375,121.2734375,121.078125,121.1875,349439
191,2010-10-06,121.2265625,121.5859375,121.203125,121.359375,527259
192,2010-10-07,121.3671875,121.5625,121.296875,121.484375,381285
193,2010-10-08,121.53125,121.8046875,121.34375,121.65625,485555
194,2010-10-11,121.6484375,121.734375,121.6171875,121.703125,41225
195,2010-10-12,121.640625,121.7890625,121.453125,121.484375,339622
196,2010-10-13,121.484375,121.6328125,121.34375,121.6171875,493918
197,2010-10-14,121.609375,121.640625,121.1875,121.328125,468724
198,2010-10-15,121.296875,121.65625,121.25,121.328125,558645
199,2010-10-18,121.3125,121.7109375,121.3125,121.6484375,357976
200,2010-10-19,121.6328125,121.859375,121.4453125,121.7578125,498367
201,2010-10-20,121.7109375,121.8671875,121.6015625,121.78125,377873
202,2010-10-21,121.75,121.7734375,121.5703125,121.65625,421321
203,2010-10-22,121.609375,121.6953125,121.5,121.5859375,339470
204,2010-10-25,121.5859375,121.7890625,121.375,121.4375,587921
205,2010-10-26,121.3984375,121.4609375,121.015625,121.0703125,616461
206,2010-10-27,121.0625,121.125,120.75,120.8359375,577180
207,2010-10-28,120.7890625,121.390625,120.7578125,121.3046875,576178
208,2010-10-29,121.3125,121.640625,121.2421875,121.578125,580798
209,2010-11-01,121.578125,121.7421875,121.46875,121.6640625,447938
210,2010-11-02,121.625,121.7578125,121.59375,121.7109375,334818
211,2010-11-03,121.671875,122.0234375,121.09375,121.8671875,698648
212,2010-11-04,121.9765625,122.359375,121.9609375,122.25,703740
213,2010-11-05,122.2265625,122.265625,121.8515625,121.9375,703740
214,2010-11-08,121.921875,122.0625,121.75,121.7734375,368938
215,2010-11-09,121.796875,121.9609375,121.0859375,121.15625,694018
216,2010-11-10,121.2109375,121.484375,120.6953125,121.4375,855764
217,2010-11-11,121.4765625,121.6015625,120.96875,121.0234375,138441
218,2010-11-12,121.171875,121.453125,120.5859375,120.7578125,677748
219,2010-11-15,120.7265625,120.78125,119.8984375,120.125,890978
220,2010-11-16,120.0,120.359375,119.8671875,120.265625,721004
221,2010-11-17,120.234375,120.5,120.078125,120.3203125,555652
222,2010-11-18,120.28125,120.3359375,119.8671875,120.2109375,553486
223,2010-11-19,120.171875,120.3515625,120.0390625,120.125,353123
224,2010-11-22,120.046875,120.59375,119.9296875,120.5234375,582030
225,2010-11-23,120.5625,120.90625,120.515625,120.7578125,820734
226,2010-11-24,120.7109375,120.7734375,120.0,120.1328125,956541
227,2010-11-26,120.1171875,120.5390625,120.0078125,120.3046875,490598
228,2010-11-29,120.28125,120.5234375,120.1171875,120.4453125,698733
229,2010-11-30,120.40625,120.8046875,120.390625,120.625,318075
230,2010-12-01,120.6015625,120.625,119.7890625,119.9296875,171081
231,2010-12-02,119.8359375,120.0234375,119.5546875,119.7109375,56538
232,2010-12-03,119.7734375,120.453125,119.4921875,120.0390625,46763
233,2010-12-06,120.171875,120.546875,120.171875,120.5078125,27407
234,2010-12-07,120.421875,120.421875,119.4375,119.46875,25455
235,2010-12-08,119.59375,119.625,118.6640625,118.9609375,11888
236,2010-12-09,119.03125,119.125,118.65625,118.734375,17540
237,2010-12-10,118.9609375,118.9609375,118.34375,118.5078125,8800
238,2010-12-13,118.4296875,118.8515625,118.015625,118.8046875,6194
239,2010-12-14,118.875,118.875,118.015625,118.140625,4431
240,2010-12-15,118.0546875,118.40625,117.8515625,117.953125,9221
241,2010-12-16,118.0546875,118.2265625,117.7734375,118.1484375,3339
242,2010-12-17,118.4375,118.75,118.3203125,118.6796875,3861
243,2010-12-20,118.8984375,119.03125,118.625,118.6953125,4157
244,2010-12-21,118.6875,118.734375,118.4765625,118.6484375,1411
245,2010-12-22,118.671875,118.703125,118.6015625,118.4609375,616
246,2010-12-23,118.3125,118.3125,118.3125,118.21875,1075
247,2010-12-27,118.3046875,118.3046875,118.3046875,118.3046875,1075
248,2010-12-28,118.375,118.375,118.0390625,117.8671875,8572
249,2010-12-29,117.96875,118.625,117.96875,118.6328125,9504
250,2010-12-30,118.5703125,118.5703125,118.265625,118.46875,414
251,2010-12-31,118.6015625,118.71875,118.6015625,118.71875,129685
252,2011-01-03,117.609375,117.75,117.1953125,117.65625,327909
253,2011-01-04,117.7265625,118.0234375,117.546875,117.6875,498268
254,2011-01-05,117.71875,117.921875,116.9765625,117.015625,565205
255,2011-01-06,117.1328125,117.4921875,117.09375,117.3359375,576907
256,2011-01-07,117.375,118.140625,117.15625,117.9921875,672881
257,2011-01-10,118.0546875,118.1875,117.9453125,118.1171875,391025
258,2011-01-11,118.1640625,118.3125,117.890625,117.953125,497619
259,2011-01-12,117.9609375,118.03125,117.5859375,117.953125,497075
260,2011-01-13,117.90625,118.3046875,117.828125,118.2734375,542931
261,2011-01-14,118.265625,118.5,118.03125,118.171875,555254
262,2011-01-18,118.1875,118.453125,117.828125,118.1015625,553826
263,2011-01-19,118.09375,118.265625,117.9296875,118.234375,387520
264,2011-01-20,118.2109375,118.3046875,117.6015625,117.65625,632959
265,2011-01-21,117.671875,117.8828125,117.5625,117.84375,467804
266,2011-01-24,117.8203125,118.015625,117.65625,117.8671875,382064
267,2011-01-25,117.8828125,118.3671875,117.7890625,118.2421875,681898
268,2011-01-26,118.1953125,118.1953125,117.8359375,117.96875,518395
269,2011-01-27,118.03125,118.296875,117.7578125,118.2890625,635072
270,2011-01-28,118.2421875,118.6796875,117.9921875,118.5546875,675519
271,2011-01-31,118.640625,118.75,118.3203125,118.4140625,577255
272,2011-02-01,118.4609375,118.484375,117.953125,118.0703125,576725
273,2011-02-02,118.125,118.25,117.625,117.6875,737756
274,2011-02-03,117.6875,117.734375,117.2265625,117.3984375,767984
275,2011-02-04,117.3203125,117.5,116.7109375,116.8515625,900634
276,2011-02-07,116.875,116.9140625,116.5703125,116.8828125,545245
277,2011-02-08,116.8984375,116.953125,116.2578125,116.34375,662498
278,2011-02-09,116.3046875,116.765625,116.1875,116.6953125,730459
279,2011-02-10,116.5859375,116.78125,116.265625,116.3046875,724517
280,2011-02-11,116.3515625,116.765625,116.328125,116.46875,594790
281,2011-02-14,116.453125,116.6015625,116.359375,116.53125,388887
282,2011-02-15,116.46875,116.6796875,116.2109375,116.6015625,605727
283,2011-02-16,116.640625,116.7890625,116.3671875,116.5390625,670072
284,2011-02-17,116.5390625,117.046875,116.5,116.90625,773170
285,2011-02-18,116.921875,117.046875,116.6875,116.9609375,533324
286,2011-02-22,116.9921875,117.6953125,116.9609375,117.6640625,1316509
287,2011-02-23,117.625,117.7890625,117.40625,117.484375,1102347
288,2011-02-24,117.46875,117.828125,117.453125,117.6015625,1083509
289,2011-02-25,117.5390625,117.7265625,117.453125,117.671875,730208
290,2011-02-28,117.7265625,117.9140625,117.6796875,117.875,219628
291,2011-03-01,117.8203125,118.0390625,117.515625,117.96875,137081
292,2011-03-02,118.03125,118.140625,117.671875,117.7578125,83705
293,2011-03-03,117.640625,117.7421875,117.0859375,117.109375,53989
294,2011-03-04,117.1484375,117.7578125,116.8984375,117.7265625,32079
295,2011-03-07,117.7109375,117.859375,117.46875,117.6796875,18905
296,2011-03-08,117.59375,117.75,117.4140625,117.5234375,19529
297,2011-03-09,117.484375,117.953125,117.484375,117.8359375,11483
298,2011-03-10,117.8203125,118.359375,117.8203125,118.265625,9302
299,2011-03-11,118.3125,118.59375,118.234375,118.3515625,7525
300,2011-03-14,118.3984375,118.8671875,118.3984375,118.671875,5177
301,2011-03-15,118.578125,119.3515625,118.578125,118.65625,6738
302,2011-03-16,118.515625,119.4375,118.515625,119.1484375,8862
303,2011-03-17,119.3984375,119.3984375,118.78125,118.96875,5568
304,2011-03-18,118.6953125,119.015625,118.6875,118.828125,4198
305,2011-03-21,118.578125,118.640625,118.3359375,118.4765625,2681
306,2011-03-22,118.2890625,118.34375,118.21875,118.3671875,2079
307,2011-03-23,118.3828125,118.5546875,118.265625,118.3046875,1147
308,2011-03-24,118.2109375,118.2109375,117.9921875,118.0234375,3093
309,2011-03-25,118.1640625,118.1640625,117.7265625,117.75,1220
310,2011-03-28,117.78125,117.78125,117.6328125,117.6484375,1003
311,2011-03-29,117.65625,117.65625,117.6171875,117.5,1019
312,2011-03-30,117.6484375,117.65625,117.625,117.71875,1601
313,2011-03-31,117.8515625,118.0859375,117.5,117.7890625,629534
314,2011-04-01,116.5625,116.703125,116.1484375,116.6484375,863364
315,2011-04-04,116.6640625,117.0546875,116.640625,116.9140625,527435
316,2011-04-05,116.9609375,117.03125,116.5078125,116.5546875,625226
317,2011-04-06,116.578125,116.6328125,116.3125,116.3515625,565473
318,2011-04-07,116.3515625,116.671875,116.2265625,116.546875,645867
319,2011-04-08,116.5625,116.5703125,116.203125,116.453125,398220
320,2011-04-11,116.390625,116.5703125,116.25,116.484375,355925
321,2011-04-12,116.3671875,117.046875,116.359375,116.953125,695104
322,2011-04-13,116.953125,117.15625,116.7421875,117.1328125,556733
323,2011-04-14,117.1171875,117.3671875,116.859375,116.9296875,707584
324,2011-04-15,116.859375,117.453125,116.8515625,117.3984375,618144
325,2011-04-18,117.421875,117.7890625,117.3125,117.75,789880
326,2011-04-19,117.703125,117.796875,117.4765625,117.75,522649
327,2011-04-20,117.6953125,117.703125,117.421875,117.4921875,517998
328,2011-04-21,117.4453125,117.640625,117.375,117.5078125,437174
329,2011-04-25,117.53125,117.7890625,117.4765625,117.765625,252467
330,2011-04-26,117.75,118.0546875,117.6875,117.9921875,461156
331,2011-04-27,118.0390625,118.0859375,117.59375,117.9609375,667891
332,2011-04-28,118.0234375,118.453125,118.015625,118.3515625,730036
333,2011-04-29,118.3125,118.515625,118.2421875,118.46875,422964
334,2011-05-02,118.4609375,118.671875,118.3046875,118.4921875,469296
335,2011-05-03,118.4921875,118.6484375,118.4453125,118.59375,497592
336,2011-05-04,118.59375,118.7578125,118.3984375,118.640625,685846
337,2011-05-05,118.6484375,118.9609375,118.5703125,118.875,801286
338,2011-05-06,118.8984375,119.171875,118.546875,119.0390625,911800
339,2011-05-09,118.9765625,119.2109375,118.8671875,119.1875,506586
340,2011-05-10,119.1328125,119.1640625,118.8125,118.921875,524407
341,2011-05-11,118.8203125,119.1953125,118.6875,119.1484375,681814
342,2011-05-12,119.1328125,119.28125,118.8984375,119.015625,647425
343,2011-05-13,119.046875,119.4765625,118.9453125,119.1953125,712639
344,2011-05-16,119.25,119.4453125,119.1796875,119.40625,420324
345,2011-05-17,119.421875,119.65625,119.2734375,119.515625,677121
346,2011-05-18,119.5078125,119.6015625,119.1640625,119.25,685509
347,2011-05-19,119.1953125,119.375,118.859375,119.3671875,844155
348,2011-05-20,119.328125,119.546875,119.3125,119.484375,624866
349,2011-05-23,119.5234375,119.8203125,119.5,119.5390625,664547
350,2011-05-24,119.546875,119.625,119.3671875,119.5703125,919490
351,2011-05-25,119.59375,119.7578125,119.5546875,119.6953125,1143998
352,2011-05-26,119.703125,120.1171875,119.5703125,120.09375,1278261
353,2011-05-27,120.078125,120.234375,119.9375,120.1328125,765609
354,2011-05-31,120.1953125,120.34375,119.9375,120.28125,272931
355,2011-06-01,120.1875,120.7421875,120.1484375,120.640625,153456
356,2011-06-02,120.6875,120.75,120.40625,120.4453125,134353
357,2011-06-03,120.4609375,120.96875,120.453125,120.6640625,63468
358,2011-06-06,120.7109375,120.78125,120.546875,120.734375,46888
359,2011-06-07,120.75,120.921875,120.5234375,120.78125,34658
360,2011-06-08,120.8515625,121.25,120.8203125,121.1171875,19809
361,2011-06-09,121.125,121.234375,120.7109375,120.78125,23614
362,2011-06-10,120.8359375,121.046875,120.8359375,120.8984375,16214
363,2011-06-13,120.9375,121.0078125,120.6796875,120.84375,17855
364,2011-06-14,120.8125,120.8125,120.328125,120.375,11907
365,2011-06-15,120.4609375,121.0546875,120.4296875,121.0078125,4195
366,2011-06-16,120.984375,121.453125,120.96875,121.203125,3231
367,2011-06-17,121.1015625,121.203125,120.9296875,121.125,8412
368,2011-06-20,121.2890625,121.3125,120.96875,121.0546875,5868
369,2011-06-21,121.046875,121.0859375,120.9375,121.0234375,4621
370,2011-06-22,121.0625,121.3359375,121.03125,121.0546875,2470
371,2011-06-23,121.171875,121.5234375,121.171875,121.5,3095
372,2011-06-24,121.4453125,121.8828125,121.3828125,121.8125,3140
373,2011-06-27,121.9375,121.9375,121.828125,121.5546875,1328
374,2011-06-28,121.59375,121.609375,120.8203125,120.8203125,1805
375,2011-06-29,120.6640625,120.8125,120.4765625,120.640625,1590
376,2011-06-30,120.6953125,120.7578125,120.265625,120.421875,1000275
377,2011-07-01,119.140625,119.3046875,118.7578125,118.9765625,623520
378,2011-07-05,118.984375,119.578125,118.9453125,119.4921875,578360
379,2011-07-06,119.5234375,119.8828125,119.375,119.7265625,738528
380,2011-07-07,119.6796875,119.6875,119.1640625,119.2578125,735348
381,2011-07-08,119.3046875,120.28125,119.109375,120.140625,940743
382,2011-07-11,120.2578125,120.65625,120.0859375,120.6015625,686307
383,2011-07-12,120.5703125,121.1015625,120.390625,120.625,913787
384,2011-07-13,120.765625,120.8046875,120.3359375,120.7421875,778507
385,2011-07-14,120.71875,120.84375,120.46875,120.5546875,665528
386,2011-07-15,120.5,120.8359375,120.4296875,120.8125,609783
387,2011-07-18,120.8203125,120.984375,120.734375,120.8828125,482433
388,2011-07-19,120.796875,120.9375,120.5390625,120.8046875,604661
389,2011-07-20,120.828125,120.8359375,120.5625,120.6796875,446857
390,2011-07-21,120.6640625,120.765625,120.1328125,120.3359375,680563
391,2011-07-22,120.3203125,120.6171875,120.3046875,120.515625,580408
392,2011-07-25,120.40625,120.6953125,120.2734375,120.4375,603632
393,2011-07-26,120.4375,120.765625,120.203125,120.6953125,553227
394,2011-07-27,120.703125,120.8046875,120.390625,120.4921875,689927
395,2011-07-28,120.4921875,120.8203125,120.4921875,120.6875,577959
396,2011-07-29,120.6796875,121.5859375,120.5703125,121.4453125,822776
397,2011-08-01,121.296875,121.890625,121.2109375,121.6796875,747985
398,2011-08-02,121.578125,122.1484375,121.5625,122.0546875,841719
399,2011-08-03,122.078125,122.25,121.875,121.984375,807218
400,2011-08-04,121.890625,122.703125,121.7734375,122.484375,1031318
401,2011-08-05,122.6796875,122.78125,121.6640625,121.953125,1039747
402,2011-08-08,122.0,122.8515625,121.984375,122.5859375,897692
403,2011-08-09,122.6328125,123.9375,122.1015625,123.3671875,1054368
404,2011-08-10,123.1484375,123.671875,123.0078125,123.359375,1061631
405,2011-08-11,123.375,123.53125,122.9453125,123.109375,869250
406,2011-08-12,122.96875,123.3671875,122.96875,123.328125,544395
407,2011-08-15,123.2734375,123.375,123.0859375,123.1796875,338747
408,2011-08-16,123.1328125,123.4921875,123.09375,123.40625,472577
409,2011-08-17,123.375,123.5390625,123.28125,123.484375,474168
410,2011-08-18,123.46875,124.03125,123.4140625,123.515625,691503
411,2011-08-19,123.59375,123.71875,123.296875,123.515625,560938
412,2011-08-22,123.578125,123.59375,123.2421875,123.4140625,443342
413,2011-08-23,123.4375,123.6328125,123.1875,123.375,668160
414,2011-08-24,123.328125,123.4921875,122.9921875,123.109375,925609
